"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","CU_Name","CusoName","City","IsWhollyOwned","Investment","Loan","CashOutlay","Check_cur_serv","Cler_prof_mgt_serv","Bus_ln_orig","Cons_mtg_orig","Elect_trans_serv","Fin_con_serv","FA_serv","Ins_br_ag","Leasing","Ln_supp_serv","RR_sec_DR_serv","Ins_br_serv","Shr_branch_ops","St_Ln_orig","Trav_ag_serv","Trusts","RE_br_serv","CUSOinv_nonCUSO","CC_ln_orig","pay_proc_serv","Other","OtherCusoServiceType","DateCreated","DateUpdated","InvestmentAccountingTypeName","StateCode","EIN"
19659,12/31/2013 0:00:00,10400,"IBM SOUTHEAST EMPLOYEES","CSI","Duluth",0,17754,0,17754,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/16/2014 11:02:00,"Consolidation","GA","581838740"
19659,12/31/2013 0:00:00,10400,"IBM SOUTHEAST EMPLOYEES","FLCU Shared Services","Jacksonville",0,50158,0,50158,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/16/2014 11:02:00,"Consolidation","FL","593167039"
19659,12/31/2013 0:00:00,10400,"IBM SOUTHEAST EMPLOYEES","PSCU","St petersburg",0,3451,0,3451,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/16/2014 11:02:00,"Consolidation","FL","591743434"
19678,12/31/2013 0:00:00,10410,"MIAMI UNIVERSITY COMMUNITY","Tri-State Cuso","oxford",0,2500,0,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"car buying service",8/27/2009 22:11:00,1/22/2014 9:45:00,"Cost Method","OH","261850623"
19732,12/31/2013 0:00:00,10442,"RAVALLI COUNTY","CUNorthWest","Liberty Lake",0,0,0,57000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Purchased Shares",8/27/2009 22:11:00,1/17/2014 12:18:00,"","WA","203526572"
19732,12/31/2013 0:00:00,10442,"RAVALLI COUNTY","CUsource, LLC","Great Falls",0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"Data Processing",8/27/2009 22:11:00,1/17/2014 12:18:00,"","MT","141838378"
19732,12/31/2013 0:00:00,10442,"RAVALLI COUNTY","ICUL Service Corporation","Naperville",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Prepaid debit cards; Gift cards",8/27/2009 22:11:00,1/17/2014 12:18:00,"","IL","237028076"
19732,12/31/2013 0:00:00,10442,"RAVALLI COUNTY","My CU Services, LLC","Middletown",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/17/2014 12:18:00,"","PA","251865944"
19739,12/31/2013 0:00:00,10447,"POLAM","COOP","RANCHO CUCAMONGA",0,20000,0,20000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/24/2014 18:35:00,"Cost Method","CA","953732627"
19739,12/31/2013 0:00:00,10447,"POLAM","FSCC","SAN DIMAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/24/2014 18:35:00,"Cost Method","CA","954294958"
19776,12/31/2013 0:00:00,10471,"BAY WINDS","MEMBER FIRST MORTGAGE","GRAND RAPIDS",0,735760,1250000,735760,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,2/20/2014 10:08:00,"Cost Method","MI","383616059"
19788,12/31/2013 0:00:00,10477,"CAROLINA","Carolina Credit Union Services, Inc.","Greensboro",0,25000,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/24/2014 18:11:00,"Cost Method","NC","561788870"
19853,12/31/2013 0:00:00,10518,"JEFFERSON COUNTY","Credit Union Service Centers LLC","Louisville",0,84490,0,500,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/22/2014 16:25:00,"Cost Method","KY","611332750"
19853,12/31/2013 0:00:00,10518,"JEFFERSON COUNTY","Share One Systems","Memphis",0,100000,0,100000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/22/2014 16:25:00,"Cost Method","TN","621588402"
19896,12/31/2013 0:00:00,10546,"BUTTE COMMUNITY","Primary Financial","Columbus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Investment in Simple CD's",8/27/2009 22:11:00,2/12/2014 12:01:00,"","IN","311682720"
19973,12/31/2013 0:00:00,10593,"SUMMIT HAMPTON ROADS","Credit Union Service Center","Lynchburg",0,63788,0,63788,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/24/2014 10:30:00,"Equity Method","VA","581794226"
19973,12/31/2013 0:00:00,10593,"SUMMIT HAMPTON ROADS","CU24","Lynchburg",0,3251,0,3251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"",8/27/2009 22:11:00,1/24/2014 10:30:00,"Equity Method","VA","593486863"
19976,12/31/2013 0:00:00,10595,"FIRST TECHNOLOGY","Member Loyalty Group","Chicago",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Survey program services; customer loyalty metric measuring member loyalty.",8/27/2009 22:11:00,1/15/2014 20:08:00,"Cost Method","IL","113838446"
19976,12/31/2013 0:00:00,10595,"FIRST TECHNOLOGY","The Credit Union Trust","Westborough",0,34500,0,34500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"",8/27/2009 22:11:00,1/15/2014 20:08:00,"Cost Method","MA","521536477"
19976,12/31/2013 0:00:00,10595,"FIRST TECHNOLOGY","PSCU","ST Petersburg",0,934736,0,934736,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Credit card platform, credit and debit card issuer, call center support.",8/27/2009 22:11:00,1/15/2014 20:08:00,"Cost Method","FL","591743434"
19976,12/31/2013 0:00:00,10595,"FIRST TECHNOLOGY","Mortgage Bridge Solutions, LLC","Beaverton",1,7415404,29630929,7400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Hold Mortgages",8/27/2009 22:11:00,1/15/2014 20:08:00,"Consolidation","OR","463821861"
19976,12/31/2013 0:00:00,10595,"FIRST TECHNOLOGY","CU Service Centers/Co-op","Rancho Cucamonga",0,160000,0,160000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/15/2014 20:08:00,"Cost Method","CA","953732627"
19976,12/31/2013 0:00:00,10595,"FIRST TECHNOLOGY","Addison Avenue Financial Partners, LLC","Rocklin",1,3065837,0,5500,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"Insurance Serv Div of CU offering home, life,health, debt protection and investment services",8/27/2009 22:11:00,1/15/2014 20:08:00,"Consolidation","CA","470880601"
19976,12/31/2013 0:00:00,10595,"FIRST TECHNOLOGY","CU Direct Lending","Ontario",0,100000,0,100000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/15/2014 20:08:00,"Cost Method","CA","954512320"
19976,12/31/2013 0:00:00,10595,"FIRST TECHNOLOGY","Gateway Services Group, LLC","Greenwood Village",0,219298,0,219298,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"Customized investment, securities, brokerage services and other nondeposit financial products and services.",8/27/2009 22:11:00,1/15/2014 20:08:00,"Cost Method","CO","061695018"
20041,12/31/2013 0:00:00,10640,"AMERICHOICE","CU Student Choice Partners LLC","Washington",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/24/2014 11:30:00,"","DC","383777896"
20041,12/31/2013 0:00:00,10640,"AMERICHOICE","MY CU Services LLC","Middletown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Purchasing Credit Union Office Supplies",8/27/2009 22:11:00,1/24/2014 11:30:00,"","PA","251865944"
20041,12/31/2013 0:00:00,10640,"AMERICHOICE","CU Direct Corporation (CUDL)","Ontario",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Indirect Auto Loan Program",8/27/2009 22:11:00,1/24/2014 11:30:00,"","CA","954512320"
20041,12/31/2013 0:00:00,10640,"AMERICHOICE","CO-OP Financial Services","Rancho Cucamonga",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/24/2014 11:30:00,"","CA","953732627"
20041,12/31/2013 0:00:00,10640,"AMERICHOICE","1st Heritage Financial LLC","Philadelphia",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/24/2014 11:30:00,"","PA","233102701"
20041,12/31/2013 0:00:00,10640,"AMERICHOICE","PACUL Services Inc","Harrisburg",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/24/2014 11:30:00,"","PA","231672755"
20042,12/31/2013 0:00:00,10641,"FRANKLIN MINT","STATE FINANCIAL NETWORK INC","BROOMALL",1,4911898,11205,2000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/24/2014 9:41:00,"Consolidation","PA","800873092"
20042,12/31/2013 0:00:00,10641,"FRANKLIN MINT","Credit Union Network for Financial Literacy","Broomall",1,150000,0,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"FInancial Education Services",8/27/2009 22:11:00,1/24/2014 9:41:00,"Consolidation","PA","464218399"
20042,12/31/2013 0:00:00,10641,"FRANKLIN MINT","CU CO-OPERATIVE SYSTEMS INC","Ontario",0,42255,0,20000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/24/2014 9:41:00,"Cost Method","CA","953732627"
20042,12/31/2013 0:00:00,10641,"FRANKLIN MINT","CU REALTY OF PA LLC","Warminster",0,2998,0,2998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"",8/27/2009 22:11:00,1/24/2014 9:41:00,"Cost Method","PA","202779315"
20042,12/31/2013 0:00:00,10641,"FRANKLIN MINT","CU SETTLEMENT SERVICES LLC","Media",0,36308,0,15600,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/24/2014 9:41:00,"Equity Method","PA","342022161"
20042,12/31/2013 0:00:00,10641,"FRANKLIN MINT","CUSO FINANCIAL SERVICES LP","San Diego",0,209773,0,209773,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/24/2014 9:41:00,"Cost Method","CA","330731851"
20061,12/31/2013 0:00:00,10657,"NAPUS","CU COOPERATIVE SYSTEMS, INC","RANCHO CUCAMONGA",0,25074,0,20500,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/22/2014 14:10:00,"Cost Method","CA","953732627"
20061,12/31/2013 0:00:00,10657,"NAPUS","PSCU FINANCIAL SERVICES","ST PETERSBURG",0,48865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"FORMER 24/7 CALL CENTER.  NO ACTIVE SERVICES.  INVESTMENT IN REVOLVING FUNDS IS CURRENTLY BEING PAID OUT OVER A PERIOD OF TIME. ",8/27/2009 22:11:00,1/22/2014 14:10:00,"Cost Method","FL","591743434"
20068,12/31/2013 0:00:00,10664,"XCEED FINANCIAL","C.U Direct Corp","Ontario",0,25000,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"CUDL",8/27/2009 22:11:00,1/24/2014 13:49:00,"Equity Method","CA","954512320"
20068,12/31/2013 0:00:00,10664,"XCEED FINANCIAL","COOP Systems","Rancho Cucamonga",0,137869,0,137869,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/24/2014 13:49:00,"Equity Method","CA","953732627"
20068,12/31/2013 0:00:00,10664,"XCEED FINANCIAL","PSCU Service Inc. ","St Petersburg",0,68482,0,68482,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/24/2014 13:49:00,"Equity Method","FL","591743434"
20174,12/31/2013 0:00:00,10734,"SHEET METAL WORKERS","CUCI","INDIANAPOLIS",0,16154,0,16154,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,2/3/2014 8:52:00,"","IN","352107899"
20194,12/31/2013 0:00:00,10748,"MID MINNESOTA","Coop Financial Services","Rancho Cucamonga",0,43646,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"ATM Network Access",8/27/2009 22:11:00,1/24/2014 14:35:00,"Cost Method","CA","953732627"
20194,12/31/2013 0:00:00,10748,"MID MINNESOTA","Mid Minnesota Financial Service Group. LLC","Brainerd",1,643748,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/24/2014 14:35:00,"Consolidation","MN","542100886"
20194,12/31/2013 0:00:00,10748,"MID MINNESOTA","PSCU","St Petersburg",0,74029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,8/27/2009 22:11:00,1/24/2014 14:35:00,"Cost Method","FL","591743434"
20207,12/31/2013 0:00:00,10755,"MEDIA MEMBERS","State Financial Network, Inc.","Broomall",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/23/2014 15:11:00,"","PA","800873092"
20228,12/31/2013 0:00:00,10769,"MONTELL","Primary Financial LLC","Dublin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/10/2014 16:21:00,"","OH","311682720"
20258,12/31/2013 0:00:00,10787,"RELIANT COMMUNITY","United Solutions","Tallahassee",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"IT Processing",8/27/2009 22:11:00,1/13/2014 14:45:00,"Cost Method","FL","592285914"
20258,12/31/2013 0:00:00,10787,"RELIANT COMMUNITY","SmartSource","Birmingham",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CuBoard room website",8/27/2009 22:11:00,1/13/2014 14:45:00,"Cost Method","AL","061615873"
20258,12/31/2013 0:00:00,10787,"RELIANT COMMUNITY","PSCU Finanial Services","Tampa",0,322768,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/13/2014 14:45:00,"Cost Method","FL","591743434"
20258,12/31/2013 0:00:00,10787,"RELIANT COMMUNITY","CU Student Choice","Washington ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Student Lending",8/27/2009 22:11:00,1/13/2014 14:45:00,"Cost Method","DC","383777896"
20258,12/31/2013 0:00:00,10787,"RELIANT COMMUNITY","CU Investment Solutions LLC","Overland Park",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,8/27/2009 22:11:00,1/13/2014 14:45:00,"Cost Method","KS","481061886"
20258,12/31/2013 0:00:00,10787,"RELIANT COMMUNITY","Balance Sheet Solutions","Warrenville",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Investment Services",8/27/2009 22:11:00,1/13/2014 14:45:00,"Cost Method","IL","510428332"
20258,12/31/2013 0:00:00,10787,"RELIANT COMMUNITY","Co-Op","Albany",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/13/2014 14:45:00,"Cost Method","NY","141759672"
20278,12/31/2013 0:00:00,10798,"ROCKFORD COMMUNITY","xtend","kentwood",0,12000,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/23/2014 15:51:00,"Cost Method","MI","010756440"
20302,12/31/2013 0:00:00,10813,"HARVEST","mycumortgage","dayton",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/14/2014 12:23:00,"","OH","311690008"
20382,12/31/2013 0:00:00,10867,"GREATER METRO","USNET","Albany",0,7500,7500,7500,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/22/2014 13:51:00,"Cost Method","NY","141759672"
20382,12/31/2013 0:00:00,10867,"GREATER METRO","PSCU","Tampa",0,107956,107956,107956,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/22/2014 13:51:00,"Equity Method","FL","591743434"
20382,12/31/2013 0:00:00,10867,"GREATER METRO","Extend","Grand Rapids",0,5000,5000,5000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/22/2014 13:51:00,"Cost Method","MI","010756440"
20382,12/31/2013 0:00:00,10867,"GREATER METRO","CU Answers","Grand Rapids",0,130200,130200,130200,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/22/2014 13:51:00,"Cost Method","MI","381912158"
20394,12/31/2013 0:00:00,10876,"BEACH MUNICIPAL","Credit Union Service Company of Virginia, LLC","Lynchburg",0,66976,0,66976,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/24/2014 17:43:00,"Cost Method","VA","541939223"
20394,12/31/2013 0:00:00,10876,"BEACH MUNICIPAL","CU24 Stock","Tallahassee",0,9663,0,9663,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/24/2014 17:43:00,"","FL","543486863"
20448,12/31/2013 0:00:00,10913,"PROPONENT","Proponent Financial Services","Nutley",1,114791,0,100000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/13/2014 15:40:00,"Consolidation","NJ","223623504"
20496,12/31/2013 0:00:00,10945,"SECNY","CNY Holdings, LLC","Syracuse",1,529938,0,529938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Property Ownership",8/27/2009 22:11:00,1/17/2014 15:57:00,"Consolidation","NY","542072301"
20600,12/31/2013 0:00:00,11021,"LUSO","Community Insurance Services, LLC","Ludlow",1,500,0,500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,2/17/2014 9:04:00,"Consolidation","MA","452560940"
20623,12/31/2013 0:00:00,11042,"JOHNS HOPKINS","Credit Union Direct Corporation","Ontario",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Auto loan origination",8/27/2009 22:11:00,1/17/2014 14:36:00,"","CA","954512320"
20623,12/31/2013 0:00:00,11042,"JOHNS HOPKINS","Co-Op","Rancho Cucamonga",0,186190,0,500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/17/2014 14:36:00,"Equity Method","CA","953732627"
20641,12/31/2013 0:00:00,11056,"LAKE CHEM COMMUNITY","mycumortgage","Fairborn",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/22/2014 9:53:00,"","OH","311690008"
20691,12/31/2013 0:00:00,11090,"HIGHWAY","PA CUSC","HARRISBURG",0,15000,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/14/2014 9:54:00,"Cost Method","PA","251696525"
20699,12/31/2013 0:00:00,11096,"REACH","COOP","Rancho Cucamonga",0,77992,0,21975,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/23/2014 15:22:00,"Cost Method","CA","953732627"
20699,12/31/2013 0:00:00,11096,"REACH","NCCU","San Francisco",0,1719,0,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Collaborative",8/27/2009 22:11:00,1/23/2014 15:22:00,"Cost Method","CA","263443306"
20699,12/31/2013 0:00:00,11096,"REACH","PSCU","St Petersburg",0,38931,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/23/2014 15:22:00,"Cost Method","FL","591743434"
20707,12/31/2013 0:00:00,11100,"FIRST RELIANCE","CREDIT UNION 24, INCORPORATED","TALLAHASSEE",0,2659,0,2500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/24/2014 12:03:00,"Cost Method","FL","593486863"
20721,12/31/2013 0:00:00,11108,"SCENIC FALLS","CU Cooperative Systems Inc","Rancho Cucamonga",0,32294,0,32294,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/24/2014 18:37:00,"Cost Method","CA","953732627"
20727,12/31/2013 0:00:00,11112,"CAMPCO","Campco Financial Services LLC","Gillette",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,8/27/2009 22:11:00,1/23/2014 15:11:00,"","WY","464506532"
20749,12/31/2013 0:00:00,11123,"WESLA","Credit Union Service Center","Harahan",0,100000,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/22/2014 18:27:00,"Cost Method","LA","900209546"
20793,12/31/2013 0:00:00,11152,"FINANCIAL HEALTH","Credit Union Centers LLC","Indianapolis",0,137143,0,137143,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/24/2014 11:28:00,"Cost Method","IN","352107899"
20805,12/31/2013 0:00:00,11163,"DUBOIS-PIKE","CU24","Tallahassee",0,2500,0,2500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8/27/2009 22:11:00,1/23/2014 12:19:00,"Cost Method","FL","593486863"
20842,12/31/2013 0:00:00,11185,"UNO","CREDIT UNION 24","TALLAHASSEE",0,2967,0,2500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/22/2014 11:32:00,"Cost Method","FL","593486863"
20842,12/31/2013 0:00:00,11185,"UNO","CUCB OF LOUISIANA","HARAHAN",0,50000,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/22/2014 11:32:00,"Cost Method","LA","920209549"
20842,12/31/2013 0:00:00,11185,"UNO","ICUL SERVICE CORP","NAPERVILLE",0,15000,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"",8/27/2009 22:11:00,1/22/2014 11:32:00,"Cost Method","IL","237028076"
20861,12/31/2013 0:00:00,11198,"P & G MEHOOPANY EMPLOYEES","Member Business Financial Services, LLC","Philadelphia",0,50000,0,50000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,2/18/2014 16:25:00,"","PA","261926670"
20921,12/31/2013 0:00:00,11244,"MERHO","The Credit Union Complex","Johnstown",0,1275,0,1275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"financial banking services for members",8/27/2009 22:11:00,1/21/2014 12:41:00,"Equity Method","PA","232962946"
20972,12/31/2013 0:00:00,11283,"DOW LOUISIANA","Credit Union 24, Inc.","Tallahassee",0,20331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/24/2014 10:32:00,"","FL","593486863"
20972,12/31/2013 0:00:00,11283,"DOW LOUISIANA","PSCU Financial Services","St Petersburg",0,126392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Debit and Credit Card processing",8/27/2009 22:11:00,1/24/2014 10:32:00,"","FL","591743434"
20974,12/31/2013 0:00:00,11285,"B.O.N.D. COMMUNITY","Credit Union 24","Tallahassee",0,2744,0,500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/22/2014 13:09:00,"Consolidation","FL","593486863"
21073,12/31/2013 0:00:00,11358,"1ST MISSISSIPPI","Credit Union 24 Inc","Tallahassee",0,500,0,500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,2/20/2014 10:36:00,"Cost Method","FL","593486863"
21115,12/31/2013 0:00:00,11387,"HANCOCK SCHOOL EMP.","Palmetto Cooperative Services LLC","Columbia",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8/27/2009 22:11:00,1/14/2014 12:54:00,"","SC","263983654"
21115,12/31/2013 0:00:00,11387,"HANCOCK SCHOOL EMP.","PCI Images","Irmo",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8/27/2009 22:11:00,1/14/2014 12:54:00,"","SC","550820990"
21115,12/31/2013 0:00:00,11387,"HANCOCK SCHOOL EMP.","LSC","Naperville",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,8/27/2009 22:11:00,1/14/2014 12:54:00,"","IL","237028076"
21244,12/31/2013 0:00:00,11495,"UNION BUILDING TRADES","102 Credit Union Financial Services","Parsippany",1,10000,0,10000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/9/2014 10:09:00,"Consolidation","NJ","223493168"
21268,12/31/2013 0:00:00,11510,"DILLARD'S","ARCUSO","Benton",0,9047,0,9047,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/17/2014 9:46:00,"Equity Method","AR","260330493"
21279,12/31/2013 0:00:00,11519,"MEMBERS' CHOICE","Colonial Savings","Fort Worth",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8/27/2009 22:11:00,1/24/2014 17:05:00,"","TX","751103106"
