"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","CU_NAME","GrantId","DateAwarded","Amount","Grantor","OtherGrantor","GrantType"
21511,12/31/2013 0:00:00,11719,"COSHOCTON",3161,9/18/2012 0:00:00,151000,"Community Development Financial Institutions Fund","","Not Collected"
21532,12/31/2013 0:00:00,11738,"U.P.S. EMPLOYEES",393,12/13/2013 0:00:00,5000,"Other","CALIFORNIA CREDIT UNION LEAGUE","Program Grant"
21535,12/31/2013 0:00:00,11741,"THE TRIUMPH BAPTIST",1815,2/22/2012 0:00:00,6500,"NCUA Technical Assistance Program","","Not Collected"
21535,12/31/2013 0:00:00,11741,"THE TRIUMPH BAPTIST",1816,11/30/2010 0:00:00,2700,"NCUA Technical Assistance Program","","Not Collected"
21535,12/31/2013 0:00:00,11741,"THE TRIUMPH BAPTIST",1817,3/31/2010 0:00:00,3050,"NCUA Technical Assistance Program","","Not Collected"
21535,12/31/2013 0:00:00,11741,"THE TRIUMPH BAPTIST",1818,8/11/2009 0:00:00,3000,"National Federation of Community Development CUs","","Not Collected"
21535,12/31/2013 0:00:00,11741,"THE TRIUMPH BAPTIST",3535,8/26/2013 0:00:00,1200,"NCUA Technical Assistance Program","","Program Grant"
21550,12/31/2013 0:00:00,11756,"NORTH SIDE COMMUNITY",3337,6/15/2013 0:00:00,24000,"National Federation of Community Development CUs","","Not Collected"
21550,12/31/2013 0:00:00,11756,"NORTH SIDE COMMUNITY",3338,6/1/2013 0:00:00,44963,"Other","IL Housing Development Authority","Not Collected"
21550,12/31/2013 0:00:00,11756,"NORTH SIDE COMMUNITY",3339,2/28/2013 0:00:00,431991,"Other","Office of the Chicago City Treasurer","Not Collected"
21550,12/31/2013 0:00:00,11756,"NORTH SIDE COMMUNITY",3340,1/1/2013 0:00:00,50000,"Other","City of Chicago Department of Housing and Economic Development","Not Collected"
21550,12/31/2013 0:00:00,11756,"NORTH SIDE COMMUNITY",3341,12/1/2012 0:00:00,10000,"Other","The Private Bank","Not Collected"
21550,12/31/2013 0:00:00,11756,"NORTH SIDE COMMUNITY",3342,12/1/2012 0:00:00,4500,"Other","Illinois Credit Union Foundation","Not Collected"
21586,12/31/2013 0:00:00,11786,"U. H. S. EMPLOYEES",218,7/22/2009 0:00:00,750,"New York State Credit Union Foundation",,"Not Collected"
21586,12/31/2013 0:00:00,11786,"U. H. S. EMPLOYEES",219,9/24/2009 0:00:00,1750,"New York State Credit Union Foundation",,"Not Collected"
21586,12/31/2013 0:00:00,11786,"U. H. S. EMPLOYEES",220,10/9/2009 0:00:00,175,"New York State Credit Union Foundation",,"Not Collected"
21586,12/31/2013 0:00:00,11786,"U. H. S. EMPLOYEES",221,8/19/2010 0:00:00,1500,"New York State Credit Union Foundation",,"Not Collected"
21586,12/31/2013 0:00:00,11786,"U. H. S. EMPLOYEES",222,10/25/2011 0:00:00,278,"New York State Credit Union Foundation",,"Not Collected"
21586,12/31/2013 0:00:00,11786,"U. H. S. EMPLOYEES",223,3/8/2012 0:00:00,229,"New York State Credit Union Foundation",,"Not Collected"
21586,12/31/2013 0:00:00,11786,"U. H. S. EMPLOYEES",1590,6/30/2012 0:00:00,1271,"New York State Credit Union Foundation","","Not Collected"
21586,12/31/2013 0:00:00,11786,"U. H. S. EMPLOYEES",2856,10/5/2012 0:00:00,1200,"New York State Credit Union Foundation","","Not Collected"
21586,12/31/2013 0:00:00,11786,"U. H. S. EMPLOYEES",3553,10/15/2013 0:00:00,399,"New York State Credit Union Foundation","","Program Grant"
21586,12/31/2013 0:00:00,11786,"U. H. S. EMPLOYEES",3554,9/7/2013 0:00:00,750,"New York State Credit Union Foundation","","Program Grant"
21586,12/31/2013 0:00:00,11786,"U. H. S. EMPLOYEES",3555,6/11/2013 0:00:00,139,"New York State Credit Union Foundation","","Program Grant"
21586,12/31/2013 0:00:00,11786,"U. H. S. EMPLOYEES",3664,10/18/2013 0:00:00,284,"New York State Credit Union Foundation","","Program Grant"
21609,12/31/2013 0:00:00,11808,"ENERGCOMM",674,7/17/2009 0:00:00,5000,"NCUA Technical Assistance Program",,"Not Collected"
21628,12/31/2013 0:00:00,11824,"GREENWOOD MUNICIPAL",3280,4/17/2013 0:00:00,50000,"Other","NCUA","Not Collected"
21878,12/31/2013 0:00:00,12042,"COLUMBIA GREENE",3360,5/20/2013 0:00:00,938,"New York State Credit Union Foundation","","Not Collected"
21885,12/31/2013 0:00:00,12049,"P.G. & W. EMP.",406,7/7/2010 0:00:00,275,"NCUA Technical Assistance Program",,"Not Collected"
21885,12/31/2013 0:00:00,12049,"P.G. & W. EMP.",407,2/28/2012 0:00:00,2000,"NCUA Technical Assistance Program",,"Not Collected"
21885,12/31/2013 0:00:00,12049,"P.G. & W. EMP.",2254,8/15/2012 0:00:00,9250,"NCUA Technical Assistance Program","","Not Collected"
21885,12/31/2013 0:00:00,12049,"P.G. & W. EMP.",3194,1/31/2013 0:00:00,3858,"NCUA Technical Assistance Program","","Not Collected"
21998,12/31/2013 0:00:00,12156,"NORTHWEST LOUISIANA",368,4/9/2010 0:00:00,5000,"NCUA Technical Assistance Program",,"Not Collected"
22005,12/31/2013 0:00:00,12163,"RED RIVER MILL EMPLOYEES",1913,8/15/2012 0:00:00,24345,"NCUA Technical Assistance Program","","Not Collected"
22070,12/31/2013 0:00:00,12224,"NORTH ALABAMA PAPERMAKERS",459,7/29/2010 0:00:00,3183,"NCUA Technical Assistance Program",,"Not Collected"
22083,12/31/2013 0:00:00,12237,"E L C O",3367,5/23/2013 0:00:00,649,"Association of Credit Union Leagues","","Not Collected"
22098,12/31/2013 0:00:00,12249,"LAKELANDS",460,6/10/2010 0:00:00,932,"Other","Staff, Official, and Board Member Training Initiative","Not Collected"
22113,12/31/2013 0:00:00,12262,"KEARNEY EATON EMPLOYEES",1303,11/10/2011 0:00:00,9000,"NCUA Technical Assistance Program","","Not Collected"
22113,12/31/2013 0:00:00,12262,"KEARNEY EATON EMPLOYEES",1304,7/6/2011 0:00:00,1295,"NCUA Technical Assistance Program","","Not Collected"
22113,12/31/2013 0:00:00,12262,"KEARNEY EATON EMPLOYEES",1305,6/29/2011 0:00:00,7500,"NCUA Technical Assistance Program","","Not Collected"
22113,12/31/2013 0:00:00,12262,"KEARNEY EATON EMPLOYEES",1306,10/15/2010 0:00:00,4560,"NCUA Technical Assistance Program","","Not Collected"
22113,12/31/2013 0:00:00,12262,"KEARNEY EATON EMPLOYEES",1307,7/17/2009 0:00:00,5000,"NCUA Technical Assistance Program","","Not Collected"
22131,12/31/2013 0:00:00,12280,"FOGCE",461,9/8/2012 0:00:00,2000,"Other","Black Belt Community Foundation","Not Collected"
22131,12/31/2013 0:00:00,12280,"FOGCE",3486,7/5/2013 0:00:00,10000,"Other","Federation of Southern Cooperatives","Program Grant"
22131,12/31/2013 0:00:00,12280,"FOGCE",3487,5/3/2013 0:00:00,20000,"Other","Self Development of People","Program Grant"
22213,12/31/2013 0:00:00,12357,"HEALTH CARE PROFESSIONALS",462,8/25/2010 0:00:00,7500,"NCUA Technical Assistance Program",,"Not Collected"
22219,12/31/2013 0:00:00,12363,"U B C SOUTHERN COUNCIL INDUSTRIA WO",879,7/14/2011 0:00:00,1666,"NCUA Technical Assistance Program",,"Not Collected"
22219,12/31/2013 0:00:00,12363,"U B C SOUTHERN COUNCIL INDUSTRIA WO",880,8/17/2011 0:00:00,7500,"NCUA Technical Assistance Program",,"Not Collected"
22219,12/31/2013 0:00:00,12363,"U B C SOUTHERN COUNCIL INDUSTRIA WO",881,11/14/2011 0:00:00,1050,"NCUA Technical Assistance Program",,"Not Collected"
22219,12/31/2013 0:00:00,12363,"U B C SOUTHERN COUNCIL INDUSTRIA WO",3629,8/27/2013 0:00:00,3650,"National Credit Union Foundation","","Program Grant"
22226,12/31/2013 0:00:00,12370,"FIRST BAPTIST CHURCH",232,6/16/2003 0:00:00,2800,"NCUA Technical Assistance Program","","Program Grant"
22226,12/31/2013 0:00:00,12370,"FIRST BAPTIST CHURCH",233,6/19/2006 0:00:00,550,"NCUA Technical Assistance Program","","Program Grant"
22226,12/31/2013 0:00:00,12370,"FIRST BAPTIST CHURCH",234,7/6/2006 0:00:00,1455,"NCUA Technical Assistance Program","","Program Grant"
22226,12/31/2013 0:00:00,12370,"FIRST BAPTIST CHURCH",235,8/1/2011 0:00:00,1382,"NCUA Technical Assistance Program","","Program Grant"
22241,12/31/2013 0:00:00,12383,"LONG REACH",410,8/31/2010 0:00:00,6878,"Other","NCUA CDRLF","Not Collected"
22241,12/31/2013 0:00:00,12383,"LONG REACH",411,10/15/2010 0:00:00,15000,"Other","NCUA CDRLF","Not Collected"
22344,12/31/2013 0:00:00,12482,"QUEENS CLUSTER",236,6/30/2004 0:00:00,3000,"NCUA Technical Assistance Program","","Program Grant"
22344,12/31/2013 0:00:00,12482,"QUEENS CLUSTER",237,8/14/2006 0:00:00,1000,"NCUA Technical Assistance Program","","Program Grant"
22344,12/31/2013 0:00:00,12482,"QUEENS CLUSTER",238,12/1/2011 0:00:00,800,"Other","Private Donation","Capital- unrestricted donation to equity"
22344,12/31/2013 0:00:00,12482,"QUEENS CLUSTER",3313,5/31/2013 0:00:00,3700,"NCUA Technical Assistance Program","","Program Grant"
22344,12/31/2013 0:00:00,12482,"QUEENS CLUSTER",3541,12/14/2012 0:00:00,25000,"Other","Credit Union","Capital- unrestricted donation to equity"
22344,12/31/2013 0:00:00,12482,"QUEENS CLUSTER",3612,9/13/2013 0:00:00,1500,"NCUA Technical Assistance Program","","Program Grant"
22447,12/31/2013 0:00:00,12583,"LOCAL 41 I.B.E.W.",3235,4/10/2013 0:00:00,125,"New York State Credit Union Foundation","","Not Collected"
22522,12/31/2013 0:00:00,12656,"S. T. P. EMPLOYEES",416,8/14/2008 0:00:00,3000,"Other","PA Credit Union Foundation, Inc.","Not Collected"
22534,12/31/2013 0:00:00,12668,"PEOPLE'S CHOICE",417,8/12/2005 0:00:00,2000,"NCUA Technical Assistance Program",,"Not Collected"
22534,12/31/2013 0:00:00,12668,"PEOPLE'S CHOICE",418,8/12/2005 0:00:00,2000,"Association of Credit Union Leagues",,"Not Collected"
22534,12/31/2013 0:00:00,12668,"PEOPLE'S CHOICE",419,10/31/2005 0:00:00,2695,"NCUA Technical Assistance Program",,"Not Collected"
22534,12/31/2013 0:00:00,12668,"PEOPLE'S CHOICE",420,7/6/2006 0:00:00,3500,"NCUA Technical Assistance Program",,"Not Collected"
22585,12/31/2013 0:00:00,12717,"S C M H EMPLOYEES",423,8/20/2009 0:00:00,3000,"Association of Credit Union Leagues",,"Not Collected"
22639,12/31/2013 0:00:00,12771,"B I P",807,9/12/2011 0:00:00,6550,"NCUA Technical Assistance Program",,"Not Collected"
22639,12/31/2013 0:00:00,12771,"B I P",808,9/28/2011 0:00:00,2433,"NCUA Technical Assistance Program",,"Not Collected"
22740,12/31/2013 0:00:00,12869,"HSM",3368,5/20/2013 0:00:00,4000,"Other","OSCUI","Not Collected"
22811,12/31/2013 0:00:00,12940,"HEALTH FACILITIES",3243,4/16/2013 0:00:00,50000,"National Credit Union Foundation","","Not Collected"
22934,12/31/2013 0:00:00,13063,"STROEHMANN EMPLOYEES",948,5/17/2012 0:00:00,3800,"Association of Credit Union Leagues","","Not Collected"
22965,12/31/2013 0:00:00,13094,"GUIDANCE CHURCH OF RELIGIOUS SCIENC",2836,4/16/2012 0:00:00,5000,"NCUA Technical Assistance Program","","Not Collected"
23177,12/31/2013 0:00:00,13306,"SOUTHERN BAPTIST CHURCH OF NEW YORK",246,6/30/2004 0:00:00,3000,"NCUA Technical Assistance Program",,"Not Collected"
23177,12/31/2013 0:00:00,13306,"SOUTHERN BAPTIST CHURCH OF NEW YORK",247,8/24/2011 0:00:00,3351,"NCUA Technical Assistance Program",,"Not Collected"
23283,12/31/2013 0:00:00,13412,"ALTERNATIVES",249,1/28/2011 0:00:00,15000,"National Credit Union Foundation",,"Not Collected"
23283,12/31/2013 0:00:00,13412,"ALTERNATIVES",250,6/30/2011 0:00:00,105928,"Other","Empire State Developement, SBA.HUD, Park Foundation, HSBC, Dept HHR","Not Collected"
23283,12/31/2013 0:00:00,13412,"ALTERNATIVES",251,10/1/2011 0:00:00,1500000,"Community Development Financial Institutions Fund",,"Not Collected"
23283,12/31/2013 0:00:00,13412,"ALTERNATIVES",252,12/1/2011 0:00:00,37000,"Other","OFN(starbucks) HSBC NCUA,NCUF","Not Collected"
23317,12/31/2013 0:00:00,13446,"LAST",3164,10/4/2012 0:00:00,6719,"NCUA Technical Assistance Program","","Not Collected"
23376,12/31/2013 0:00:00,13505,"DOE RUN",3381,8/27/2013 0:00:00,11925,"Association of Credit Union Leagues","","Program Grant"
23416,12/31/2013 0:00:00,13545,"SPARTAN",3208,4/16/2013 0:00:00,50000,"Other","NCUA  OSCUI-3 CU'S","Not Collected"
23540,12/31/2013 0:00:00,13669,"TULANE/LOYOLA",2747,8/15/2012 0:00:00,5000,"NCUA Technical Assistance Program","","Not Collected"
23640,12/31/2013 0:00:00,13769,"FIRST BAPTIST CHURCH OF DARBY",468,10/19/2011 0:00:00,3000,"NCUA Technical Assistance Program",,"Not Collected"
23640,12/31/2013 0:00:00,13769,"FIRST BAPTIST CHURCH OF DARBY",469,12/6/2011 0:00:00,4249,"NCUA Technical Assistance Program",,"Not Collected"
23640,12/31/2013 0:00:00,13769,"FIRST BAPTIST CHURCH OF DARBY",1693,5/31/2012 0:00:00,963,"Other","Pennsylvania Credit Union Foundation","Not Collected"
23658,12/31/2013 0:00:00,13787,"PAUL QUINN",257,7/30/2010 0:00:00,5000,"NCUA Technical Assistance Program",,"Not Collected"
23658,12/31/2013 0:00:00,13787,"PAUL QUINN",1999,9/12/2012 0:00:00,5690,"NCUA Technical Assistance Program","","Not Collected"
23658,12/31/2013 0:00:00,13787,"PAUL QUINN",2000,9/12/2012 0:00:00,10543,"NCUA Technical Assistance Program","","Not Collected"
23753,12/31/2013 0:00:00,13882,"ALTOONA AREA EMPLOYEES",686,9/9/2011 0:00:00,7500,"Other","NCUA URGENT NEEDS INTIATIVE","Not Collected"
23753,12/31/2013 0:00:00,13882,"ALTOONA AREA EMPLOYEES",687,11/3/2011 0:00:00,2500,"Other","PCUA","Not Collected"
23760,12/31/2013 0:00:00,13889,"HALIFAX COUNTY COMMUNITY",471,9/12/2011 0:00:00,5000,"NCUA Technical Assistance Program",,"Not Collected"
23780,12/31/2013 0:00:00,13909,"NORTHEAST COMMUNITY",472,5/20/2009 0:00:00,80000,"Other","Community Block Grant","Not Collected"
23780,12/31/2013 0:00:00,13909,"NORTHEAST COMMUNITY",473,7/17/2009 0:00:00,5000,"NCUA Technical Assistance Program",,"Not Collected"
23780,12/31/2013 0:00:00,13909,"NORTHEAST COMMUNITY",474,1/15/2012 0:00:00,18000,"Other","United Way /Taxes","Not Collected"
23817,12/31/2013 0:00:00,13946,"G.C.I. EMP.",475,4/16/2007 0:00:00,3500,"NCUA Technical Assistance Program",,"Not Collected"
23848,12/31/2013 0:00:00,13977,"GENESEE CO-OP",259,2/21/2008 0:00:00,40000,"Other","EMPIRE STATE DEVELOPMENT CORP","Not Collected"
23848,12/31/2013 0:00:00,13977,"GENESEE CO-OP",260,6/20/2008 0:00:00,6600,"Other","NCUA OFFICE OF SMALL CREDIT UNIONS","Not Collected"
23848,12/31/2013 0:00:00,13977,"GENESEE CO-OP",261,8/1/2010 0:00:00,900,"New York State Credit Union Foundation",,"Not Collected"
23848,12/31/2013 0:00:00,13977,"GENESEE CO-OP",262,8/19/2010 0:00:00,528770,"Community Development Financial Institutions Fund",,"Not Collected"
23865,12/31/2013 0:00:00,13994,"SYRACUSE COOPERATIVE",263,10/2/2009 0:00:00,15000,"NCUA Technical Assistance Program",,"Not Collected"
23896,12/31/2013 0:00:00,14024,"EAST END BAPTIST TABERNACLE",264,8/25/2010 0:00:00,6750,"NCUA Technical Assistance Program",,"Not Collected"
23896,12/31/2013 0:00:00,14024,"EAST END BAPTIST TABERNACLE",265,11/9/2011 0:00:00,5000,"NCUA Technical Assistance Program",,"Not Collected"
23896,12/31/2013 0:00:00,14024,"EAST END BAPTIST TABERNACLE",3474,8/27/2013 0:00:00,5000,"NCUA Technical Assistance Program","","Program Grant"
23938,12/31/2013 0:00:00,14066,"WJC",1862,8/15/2012 0:00:00,19762,"Community Development Financial Institutions Fund","","Not Collected"
23958,12/31/2013 0:00:00,14086,"NEW YORK UNIVERSITY",266,5/6/2011 0:00:00,5000,"Other","NCUA Building Internal Capacity-Building Grant","Program Grant"
23958,12/31/2013 0:00:00,14086,"NEW YORK UNIVERSITY",267,11/29/2011 0:00:00,3750,"National Credit Union Foundation","","Program Grant"
23958,12/31/2013 0:00:00,14086,"NEW YORK UNIVERSITY",1076,5/15/2012 0:00:00,15000,"Other","NCUA Financial Education","Program Grant"
23958,12/31/2013 0:00:00,14086,"NEW YORK UNIVERSITY",3603,11/15/2013 0:00:00,719814,"Community Development Financial Institutions Fund","","Program Grant"
23979,12/31/2013 0:00:00,14107,"GEORGETOWN UNIVERSITY ALUMNI AND ST",3147,8/15/2012 0:00:00,24500,"NCUA Technical Assistance Program","","Not Collected"
23979,12/31/2013 0:00:00,14107,"GEORGETOWN UNIVERSITY ALUMNI AND ST",3148,8/24/2011 0:00:00,7500,"NCUA Technical Assistance Program","","Not Collected"
24039,12/31/2013 0:00:00,14167,"N.I.C.E.",412,8/31/2011 0:00:00,1000,"Association of Credit Union Leagues",,"Not Collected"
24090,12/31/2013 0:00:00,14218,"NATRIUM EMPLOYEES",480,7/17/2009 0:00:00,5000,"NCUA Technical Assistance Program",,"Not Collected"
24104,12/31/2013 0:00:00,14232,"TROUVAILLE",481,3/12/2012 0:00:00,3000,"NCUA Technical Assistance Program",,"Not Collected"
24137,12/31/2013 0:00:00,14265,"RANCOCAS",3543,7/15/2013 0:00:00,551,"Other","New Jersey Credit Union Foundation","Pass Through"
24167,12/31/2013 0:00:00,14295,"NEW COMMUNITY",1074,5/31/2012 0:00:00,29279,"National Federation of Community Development CUs","","Not Collected"
24167,12/31/2013 0:00:00,14295,"NEW COMMUNITY",1075,11/10/2011 0:00:00,41036,"National Federation of Community Development CUs","","Not Collected"
24167,12/31/2013 0:00:00,14295,"NEW COMMUNITY",3483,8/1/2013 0:00:00,14000,"Community Development Financial Institutions Fund","","Program Grant"
24221,12/31/2013 0:00:00,14348,"CHATTAHOOCHEE",2315,8/15/2012 0:00:00,9417,"NCUA Technical Assistance Program","","Program Grant"
24232,12/31/2013 0:00:00,14359,"LOWER EAST SIDE PEOPLE'S",270,7/29/2010 0:00:00,2395,"NCUA Technical Assistance Program","","Program Grant"
24232,12/31/2013 0:00:00,14359,"LOWER EAST SIDE PEOPLE'S",271,8/19/2010 0:00:00,750000,"Community Development Financial Institutions Fund","","Program Grant"
24232,12/31/2013 0:00:00,14359,"LOWER EAST SIDE PEOPLE'S",272,8/23/2010 0:00:00,1500,"New York State Credit Union Foundation","","Program Grant"
24232,12/31/2013 0:00:00,14359,"LOWER EAST SIDE PEOPLE'S",273,8/26/2010 0:00:00,6500,"NCUA Technical Assistance Program","","Program Grant"
24232,12/31/2013 0:00:00,14359,"LOWER EAST SIDE PEOPLE'S",274,6/16/2011 0:00:00,1500,"New York State Credit Union Foundation","","Program Grant"
24232,12/31/2013 0:00:00,14359,"LOWER EAST SIDE PEOPLE'S",275,7/29/2011 0:00:00,10000,"NCUA Technical Assistance Program","","Program Grant"
24232,12/31/2013 0:00:00,14359,"LOWER EAST SIDE PEOPLE'S",276,8/22/2011 0:00:00,6879,"NCUA Technical Assistance Program","","Program Grant"
24232,12/31/2013 0:00:00,14359,"LOWER EAST SIDE PEOPLE'S",277,9/26/2011 0:00:00,1500000,"Community Development Financial Institutions Fund","","Program Grant"
24232,12/31/2013 0:00:00,14359,"LOWER EAST SIDE PEOPLE'S",278,10/24/2011 0:00:00,105000,"Other","Empire State Development Corporation","Not Collected"
24232,12/31/2013 0:00:00,14359,"LOWER EAST SIDE PEOPLE'S",2020,9/25/2012 0:00:00,494806,"Community Development Financial Institutions Fund","","Program Grant"
24232,12/31/2013 0:00:00,14359,"LOWER EAST SIDE PEOPLE'S",3217,12/28/2012 0:00:00,2500,"NCUA Technical Assistance Program","","Program Grant"
24232,12/31/2013 0:00:00,14359,"LOWER EAST SIDE PEOPLE'S",3287,6/17/2013 0:00:00,2500,"New York State Credit Union Foundation","","Program Grant"
24232,12/31/2013 0:00:00,14359,"LOWER EAST SIDE PEOPLE'S",3654,8/19/2013 0:00:00,15000,"NCUA Technical Assistance Program","","Program Grant"
24274,12/31/2013 0:00:00,14401,"GREECE COMMUNITY",280,11/2/2011 0:00:00,1023,"New York State Credit Union Foundation",,"Not Collected"
24274,12/31/2013 0:00:00,14401,"GREECE COMMUNITY",2068,7/16/2012 0:00:00,546,"New York State Credit Union Foundation","","Not Collected"
24274,12/31/2013 0:00:00,14401,"GREECE COMMUNITY",3267,6/28/2013 0:00:00,500,"New York State Credit Union Foundation","","Program Grant"
24304,12/31/2013 0:00:00,14430,"BORDER",3525,6/1/2013 0:00:00,14855,"National Federation of Community Development CUs","","Program Grant"
24304,12/31/2013 0:00:00,14430,"BORDER",3526,4/1/2013 0:00:00,30000,"National Federation of Community Development CUs","","Program Grant"
24336,12/31/2013 0:00:00,14460,"FIRST MIAMI UNIVERSITY STUDENT",498,8/2/2011 0:00:00,5000,"NCUA Technical Assistance Program",,"Not Collected"
24358,12/31/2013 0:00:00,14482,"ST. PAUL",3659,10/21/2013 0:00:00,5000,"Other","MN CU Foundation","Program Grant"
24463,12/31/2013 0:00:00,25755,"BRENTWOOD BAPTIST CHURCH",2650,8/15/2012 0:00:00,7400,"NCUA Technical Assistance Program","","Not Collected"
24483,12/31/2013 0:00:00,25797,"EAST END FOOD COOPERATIVE",3661,11/1/2013 0:00:00,12500,"NCUA Technical Assistance Program","","Program Grant"
24484,12/31/2013 0:00:00,15154,"UPSTATE",2238,8/15/2012 0:00:00,5994,"NCUA Technical Assistance Program","","Not Collected"
24484,12/31/2013 0:00:00,15154,"UPSTATE",3300,5/13/2013 0:00:00,7500,"National Credit Union Foundation","","Not Collected"
24532,12/31/2013 0:00:00,26195,"COVENANT SAVINGS",825,9/5/2008 0:00:00,15000,"NCUA Technical Assistance Program",,"Not Collected"
24557,12/31/2013 0:00:00,20578,"WEBSTER FIRST",408,11/1/2011 0:00:00,171370,"Other","Commonwealth Corporation Workforce Trainning Fund","Program Grant"
24560,12/31/2013 0:00:00,19820,"GREYLOCK",3087,10/22/2012 0:00:00,154270,"Other","Commonwealth Corporation","Program Grant"
24562,12/31/2013 0:00:00,15148,"KEYSTONE",488,1/1/2009 0:00:00,10000,"Other","Pennsylvania Credit Union Foundation","Pass Through"
24570,12/31/2013 0:00:00,22890,"HOUSTON METROPOLITAN",818,6/15/2011 0:00:00,5000,"Other","NCUA Office of Small CU Initiatives","Not Collected"
24578,12/31/2013 0:00:00,26261,"TOLEDO URBAN",783,2/8/2011 0:00:00,6500,"NCUA Technical Assistance Program",,"Not Collected"
24578,12/31/2013 0:00:00,26261,"TOLEDO URBAN",784,6/30/2011 0:00:00,25000,"Other","City of Toledo","Not Collected"
24578,12/31/2013 0:00:00,26261,"TOLEDO URBAN",785,12/6/2011 0:00:00,6400,"NCUA Technical Assistance Program",,"Not Collected"
24578,12/31/2013 0:00:00,26261,"TOLEDO URBAN",1291,5/25/2012 0:00:00,24000,"Association of Credit Union Leagues","","Not Collected"
24578,12/31/2013 0:00:00,26261,"TOLEDO URBAN",3349,6/6/2013 0:00:00,20000,"Association of Credit Union Leagues","","Not Collected"
24583,12/31/2013 0:00:00,26273,"NRS COMMUNITY DEVELOPMENT",786,7/17/2009 0:00:00,5300,"NCUA Technical Assistance Program",,"Not Collected"
24583,12/31/2013 0:00:00,26273,"NRS COMMUNITY DEVELOPMENT",3108,12/31/2012 0:00:00,350,"NCUA Technical Assistance Program","","Not Collected"
24583,12/31/2013 0:00:00,26273,"NRS COMMUNITY DEVELOPMENT",3634,7/17/2013 0:00:00,350,"NCUA Technical Assistance Program","","Program Grant"
24589,12/31/2013 0:00:00,26285,"NEIGHBORHOOD TRUST",430,2/1/2009 0:00:00,40000,"Other","Empire State Development Corporation","Not Collected"
24589,12/31/2013 0:00:00,26285,"NEIGHBORHOOD TRUST",431,10/31/2011 0:00:00,90000,"Other","Empire State Development Corp","Not Collected"
24589,12/31/2013 0:00:00,26285,"NEIGHBORHOOD TRUST",432,12/31/2011 0:00:00,102297,"Other","Neighborhood Trust Financial Partners","Not Collected"
24589,12/31/2013 0:00:00,26285,"NEIGHBORHOOD TRUST",2724,8/6/2012 0:00:00,550000,"Community Development Financial Institutions Fund","","Not Collected"
24589,12/31/2013 0:00:00,26285,"NEIGHBORHOOD TRUST",3328,12/1/2012 0:00:00,47541,"Other","NYC Mayors Fund","Not Collected"
24593,12/31/2013 0:00:00,26292,"NORTH DADE COMMUNITY DEVELOPMENT",787,1/1/2009 0:00:00,150000,"Other","miami dade county (oced)","Not Collected"
24593,12/31/2013 0:00:00,26292,"NORTH DADE COMMUNITY DEVELOPMENT",3228,10/1/2012 0:00:00,164100,"Other","HCD- Miami Dade","Not Collected"
24605,12/31/2013 0:00:00,26314,"MOUNT OLIVE BAPTIST CHURCH",826,4/14/2010 0:00:00,1000,"Association of Credit Union Leagues",,"Not Collected"
24605,12/31/2013 0:00:00,26314,"MOUNT OLIVE BAPTIST CHURCH",827,6/22/2010 0:00:00,1000,"Association of Credit Union Leagues",,"Not Collected"
24605,12/31/2013 0:00:00,26314,"MOUNT OLIVE BAPTIST CHURCH",1264,5/30/2012 0:00:00,764,"Association of Credit Union Leagues","","Not Collected"
24605,12/31/2013 0:00:00,26314,"MOUNT OLIVE BAPTIST CHURCH",2391,7/24/2012 0:00:00,500,"Other","FORT WORTH CHAPTER OF CU","Not Collected"
24605,12/31/2013 0:00:00,26314,"MOUNT OLIVE BAPTIST CHURCH",3332,6/4/2013 0:00:00,963,"Association of Credit Union Leagues","","Program Grant"
24605,12/31/2013 0:00:00,26314,"MOUNT OLIVE BAPTIST CHURCH",3536,9/22/2013 0:00:00,750,"Other","FT Worth Chapter of CUs","Program Grant"
24627,12/31/2013 0:00:00,15237,"1ST COOPERATIVE",538,8/25/2010 0:00:00,4480,"NCUA Technical Assistance Program",,"Not Collected"
24642,12/31/2013 0:00:00,26353,"BROOKLYN COOPERATIVE",433,6/29/2009 0:00:00,1150000,"Community Development Financial Institutions Fund",,"Not Collected"
24642,12/31/2013 0:00:00,26353,"BROOKLYN COOPERATIVE",434,9/29/2009 0:00:00,29000,"National Credit Union Foundation",,"Not Collected"
24642,12/31/2013 0:00:00,26353,"BROOKLYN COOPERATIVE",435,10/26/2009 0:00:00,170000,"Other","EMPIRE STATE DEVELOPMENT CORPORATION","Not Collected"
24642,12/31/2013 0:00:00,26353,"BROOKLYN COOPERATIVE",436,5/1/2010 0:00:00,79300,"Other","New York State DHCR","Not Collected"
24642,12/31/2013 0:00:00,26353,"BROOKLYN COOPERATIVE",437,8/1/2010 0:00:00,50000,"Other","Make the Road New York","Not Collected"
24642,12/31/2013 0:00:00,26353,"BROOKLYN COOPERATIVE",438,10/19/2010 0:00:00,11395,"NCUA Technical Assistance Program",,"Not Collected"
24642,12/31/2013 0:00:00,26353,"BROOKLYN COOPERATIVE",439,11/29/2010 0:00:00,15000,"Other","Capital One","Not Collected"
24642,12/31/2013 0:00:00,26353,"BROOKLYN COOPERATIVE",440,6/3/2011 0:00:00,50000,"Other","CitiFoundation","Not Collected"
24642,12/31/2013 0:00:00,26353,"BROOKLYN COOPERATIVE",441,9/29/2011 0:00:00,1500000,"Community Development Financial Institutions Fund",,"Not Collected"
